No,VoucherType,Quantity,Sales,Date
666,5 Birr,32422,162110,11/18/2021
667,100 Birr,3365,336500,11/18/2021
668,250 Birr,7,1750,11/18/2021
669,1000 Birr,6,6000,11/18/2021
670,500 Birr,9,4500,11/18/2021
671,10 Birr,75980,759800,11/17/2021
672,50 Birr,8891,444550,11/17/2021
673,5 Birr,41612,208060,11/17/2021
674,100 Birr,2484,248400,11/17/2021
675,15 Birr,31139,467085,11/17/2021
676,25 Birr,21998,549950,11/17/2021
677,250 Birr,4,1000,11/17/2021
678,500 Birr,6,3000,11/17/2021
679,1000 Birr,2,2000,11/17/2021
680,5 Birr,39479,197395,11/16/2021
681,50 Birr,11003,550150,11/16/2021
682,10 Birr,84846,848460,11/16/2021
683,15 Birr,38118,571770,11/16/2021
684,25 Birr,27314,682850,11/16/2021
685,100 Birr,3663,366300,11/16/2021
686,250 Birr,7,1750,11/16/2021
687,1000 Birr,4,4000,11/16/2021
688,500 Birr,5,2500,11/16/2021
689,15 Birr,37346,560190,11/15/2021
690,10 Birr,81075,810750,11/15/2021
691,50 Birr,9385,469250,11/15/2021
692,5 Birr,40471,202355,11/15/2021
693,25 Birr,29961,749025,11/15/2021
694,100 Birr,3248,324800,11/15/2021
695,250 Birr,4,1000,11/15/2021
696,500 Birr,7,3500,11/15/2021
697,1000 Birr,3,3000,11/15/2021
698,25 Birr,20841,521025,11/14/2021
699,10 Birr,63430,634300,11/14/2021
700,5 Birr,24863,124315,11/14/2021
701,15 Birr,30710,460650,11/14/2021
702,50 Birr,6985,349250,11/14/2021
703,100 Birr,2915,291500,11/14/2021
704,250 Birr,9,2250,11/14/2021
705,1000 Birr,5,5000,11/14/2021
706,500 Birr,4,2000,11/14/2021
707,10 Birr,88133,881330,11/13/2021
708,15 Birr,38817,582255,11/13/2021
709,25 Birr,28985,724625,11/13/2021
710,50 Birr,10478,523900,11/13/2021
711,100 Birr,3792,379200,11/13/2021
712,5 Birr,40262,201310,11/13/2021
713,250 Birr,8,2000,11/13/2021
714,1000 Birr,20,20000,11/13/2021
715,500 Birr,1,500,11/13/2021
716,15 Birr,38094,571410,11/12/2021
717,50 Birr,10014,500700,11/12/2021
718,100 Birr,3321,332100,11/12/2021
719,10 Birr,91016,910160,11/12/2021
720,5 Birr,45530,227650,11/12/2021
721,25 Birr,28388,709700,11/12/2021
722,500 Birr,7,3500,11/12/2021
723,1000 Birr,3,3000,11/12/2021
724,250 Birr,4,1000,11/12/2021
725,100 Birr,3818,381800,11/11/2021
726,10 Birr,91551,915510,11/11/2021
727,15 Birr,41807,627105,11/11/2021
728,50 Birr,11223,561150,11/11/2021
729,25 Birr,30650,766250,11/11/2021
730,5 Birr,39171,195855,11/11/2021
731,250 Birr,6,1500,11/11/2021
732,1000 Birr,1,1000,11/11/2021
733,500 Birr,2,1000,11/11/2021
734,50 Birr,10371,518550,11/10/2021
735,5 Birr,41333,206665,11/10/2021
736,10 Birr,81746,817460,11/10/2021
737,15 Birr,35353,530295,11/10/2021
738,25 Birr,31184,779600,11/10/2021
739,100 Birr,3311,331100,11/10/2021
740,250 Birr,15,3750,11/10/2021
741,1000 Birr,2,2000,11/10/2021
742,500 Birr,3,1500,11/10/2021
743,10 Birr,103501,1035010,11/9/2021
744,15 Birr,41619,624285,11/9/2021
745,50 Birr,15082,754100,11/9/2021
746,25 Birr,35665,891625,11/9/2021
747,5 Birr,54819,274095,11/9/2021
748,100 Birr,3585,358500,11/9/2021
749,1000 Birr,4,4000,11/9/2021
750,250 Birr,15,3750,11/9/2021
751,10 Birr,103027,1030270,11/8/2021
752,15 Birr,46959,704385,11/8/2021
753,25 Birr,33075,826875,11/8/2021
754,50 Birr,13806,690300,11/8/2021
755,100 Birr,4224,422400,11/8/2021
756,5 Birr,45198,225990,11/8/2021
757,250 Birr,21,5250,11/8/2021
758,1000 Birr,5,5000,11/8/2021
759,10 Birr,47319,473190,11/7/2021
760,5 Birr,26225,131125,11/7/2021
761,15 Birr,22213,333195,11/7/2021
762,25 Birr,16316,407900,11/7/2021
763,50 Birr,6720,336000,11/7/2021
764,100 Birr,2129,212900,11/7/2021
765,1000 Birr,4,4000,11/7/2021
766,250 Birr,10,2500,11/7/2021
767,100 Birr,4971,497100,11/6/2021
768,25 Birr,36348,908700,11/6/2021
769,15 Birr,51199,767985,11/6/2021
770,10 Birr,114573,1145730,11/6/2021
771,5 Birr,53337,266685,11/6/2021
772,50 Birr,10950,547500,11/6/2021
773,250 Birr,8,2000,11/6/2021
774,1000 Birr,3,3000,11/6/2021
775,500 Birr,100,50000,11/6/2021
776,25 Birr,25667,641675,11/5/2021
777,50 Birr,9099,454950,11/5/2021
778,10 Birr,74274,742740,11/5/2021
779,100 Birr,4062,406200,11/5/2021
780,5 Birr,38412,192060,11/5/2021
781,15 Birr,40479,607185,11/5/2021
782,1000 Birr,6,6000,11/5/2021
783,15 Birr,41478,622170,11/4/2021
784,10 Birr,91235,912350,11/4/2021
785,100 Birr,4857,485700,11/4/2021
786,25 Birr,30280,757000,11/4/2021
787,50 Birr,12979,648950,11/4/2021
788,5 Birr,48089,240445,11/4/2021
789,1000 Birr,3,3000,11/4/2021
790,5 Birr,40145,200725,11/3/2021
791,15 Birr,41435,621525,11/3/2021
792,10 Birr,98182,981820,11/3/2021
793,25 Birr,31570,789250,11/3/2021
794,50 Birr,11926,596300,11/3/2021
795,100 Birr,4436,443600,11/3/2021
796,1000 Birr,10,10000,11/3/2021
797,5 Birr,44723,223615,11/2/2021
798,10 Birr,75136,751360,11/2/2021
799,15 Birr,37205,558075,11/2/2021
800,25 Birr,26843,671075,11/2/2021
801,50 Birr,10907,545350,11/2/2021
802,100 Birr,3872,387200,11/2/2021
803,250 Birr,18,4500,11/2/2021
804,1000 Birr,9,9000,11/2/2021
805,100 Birr,4175,417500,11/1/2021
806,10 Birr,80640,806400,11/1/2021
807,50 Birr,11323,566150,11/1/2021
808,25 Birr,29053,726325,11/1/2021
809,5 Birr,43754,218770,11/1/2021
810,15 Birr,38829,582435,11/1/2021
811,1000 Birr,14,14000,11/1/2021
812,500 Birr,28,14000,11/1/2021
813,250 Birr,15,3750,11/1/2021
814,10 Birr,63648,636480,10/31/2021
815,5 Birr,31612,158060,10/31/2021
816,15 Birr,27560,413400,10/31/2021
817,100 Birr,2609,260900,10/31/2021
818,25 Birr,21870,546750,10/31/2021
819,50 Birr,8187,409350,10/31/2021
820,500 Birr,56,28000,10/31/2021
821,1000 Birr,3,3000,10/31/2021
822,250 Birr,7,1750,10/31/2021
823,15 Birr,44225,663375,10/30/2021
824,5 Birr,52052,260260,10/30/2021
825,10 Birr,100540,1005400,10/30/2021
826,25 Birr,35023,875575,10/30/2021
827,50 Birr,14023,701150,10/30/2021
828,100 Birr,4515,451500,10/30/2021
829,250 Birr,12,3000,10/30/2021
830,1000 Birr,5,5000,10/30/2021
831,500 Birr,8,4000,10/30/2021
832,50 Birr,13190,659500,10/29/2021
833,25 Birr,36394,909850,10/29/2021
834,10 Birr,106353,1063530,10/29/2021
835,15 Birr,49129,736935,10/29/2021
836,5 Birr,51921,259605,10/29/2021
837,100 Birr,3818,381800,10/29/2021
838,250 Birr,8,2000,10/29/2021
839,500 Birr,9,4500,10/29/2021
840,50 Birr,11908,595400,10/28/2021
841,10 Birr,115196,1151960,10/28/2021
842,15 Birr,45506,682590,10/28/2021
843,25 Birr,34314,857850,10/28/2021
844,5 Birr,60497,302485,10/28/2021
845,100 Birr,3834,383400,10/28/2021
846,250 Birr,12,3000,10/28/2021
847,1000 Birr,5,5000,10/28/2021
848,5 Birr,54294,271470,10/27/2021
849,25 Birr,31978,799450,10/27/2021
850,50 Birr,13221,661050,10/27/2021
851,15 Birr,44783,671745,10/27/2021
852,10 Birr,119633,1196330,10/27/2021
853,100 Birr,4797,479700,10/27/2021
854,500 Birr,16,8000,10/27/2021
855,250 Birr,15,3750,10/27/2021
856,1000 Birr,5,5000,10/27/2021
857,10 Birr,106901,1069010,10/26/2021
858,25 Birr,31465,786625,10/26/2021
859,15 Birr,42318,634770,10/26/2021
860,5 Birr,58668,293340,10/26/2021
861,50 Birr,11800,590000,10/26/2021
862,100 Birr,3517,351700,10/26/2021
863,250 Birr,6,1500,10/26/2021
864,500 Birr,5,2500,10/26/2021
865,1000 Birr,2,2000,10/26/2021
866,25 Birr,37725,943125,10/25/2021
867,10 Birr,125758,1257580,10/25/2021
868,50 Birr,14041,702050,10/25/2021
869,15 Birr,53022,795330,10/25/2021
870,100 Birr,4404,440400,10/25/2021
871,5 Birr,66330,331650,10/25/2021
872,250 Birr,4,1000,10/25/2021
873,500 Birr,8,4000,10/25/2021
874,1000 Birr,6,6000,10/25/2021
875,10 Birr,73130,731300,10/24/2021
876,15 Birr,32318,484770,10/24/2021
877,5 Birr,39854,199270,10/24/2021
878,50 Birr,7602,380100,10/24/2021
879,25 Birr,22899,572475,10/24/2021
880,100 Birr,1889,188900,10/24/2021
881,500 Birr,108,54000,10/24/2021
882,250 Birr,2,500,10/24/2021
883,1000 Birr,2,2000,10/24/2021
884,50 Birr,12109,605450,10/23/2021
885,5 Birr,60516,302580,10/23/2021
886,25 Birr,35043,876075,10/23/2021
887,15 Birr,47460,711900,10/23/2021
888,10 Birr,113269,1132690,10/23/2021
889,100 Birr,3696,369600,10/23/2021
890,500 Birr,8,4000,10/23/2021
891,250 Birr,6,1500,10/23/2021
892,1000 Birr,4,4000,10/23/2021
893,10 Birr,105518,1055180,10/22/2021
894,15 Birr,41875,628125,10/22/2021
895,5 Birr,53585,267925,10/22/2021
896,25 Birr,31574,789350,10/22/2021
897,50 Birr,11670,583500,10/22/2021
898,100 Birr,4761,476100,10/22/2021
899,250 Birr,6,1500,10/22/2021
900,500 Birr,7,3500,10/22/2021
901,1000 Birr,1,1000,10/22/2021
902,25 Birr,30104,752600,10/21/2021
903,5 Birr,51358,256790,10/21/2021
904,10 Birr,100592,1005920,10/21/2021
905,15 Birr,40309,604635,10/21/2021
906,100 Birr,4004,400400,10/21/2021
907,50 Birr,12372,618600,10/21/2021
908,250 Birr,6,1500,10/21/2021
909,500 Birr,13,6500,10/21/2021
910,1000 Birr,9,9000,10/21/2021
911,10 Birr,108290,1082900,10/20/2021
912,5 Birr,56499,282495,10/20/2021
913,50 Birr,11744,587200,10/20/2021
914,25 Birr,30357,758925,10/20/2021
915,15 Birr,41675,625125,10/20/2021
916,100 Birr,3568,356800,10/20/2021
917,250 Birr,13,3250,10/20/2021
918,500 Birr,11,5500,10/20/2021
919,1000 Birr,1,1000,10/20/2021
920,5 Birr,70016,350080,10/19/2021
921,50 Birr,14172,708600,10/19/2021
922,15 Birr,56521,847815,10/19/2021
923,10 Birr,131605,1316050,10/19/2021
924,25 Birr,43136,1078400,10/19/2021
925,100 Birr,5080,508000,10/19/2021
926,250 Birr,5,1250,10/19/2021
927,500 Birr,5,2500,10/19/2021
928,1000 Birr,4,4000,10/19/2021
929,15 Birr,39000,585000,10/18/2021
930,10 Birr,94252,942520,10/18/2021
931,50 Birr,10174,508700,10/18/2021
932,100 Birr,3086,308600,10/18/2021
933,25 Birr,30177,754425,10/18/2021
934,5 Birr,48956,244780,10/18/2021
935,250 Birr,6,1500,10/18/2021
936,1000 Birr,2,2000,10/18/2021
937,500 Birr,1,500,10/18/2021
938,5 Birr,40300,201500,10/17/2021
939,100 Birr,2082,208200,10/17/2021
940,50 Birr,6838,341900,10/17/2021
941,10 Birr,71655,716550,10/17/2021
942,15 Birr,27676,415140,10/17/2021
943,25 Birr,21669,541725,10/17/2021
944,500 Birr,6,3000,10/17/2021
945,250 Birr,3,750,10/17/2021
946,10 Birr,113902,1139020,10/16/2021
947,50 Birr,13012,650600,10/16/2021
948,5 Birr,61662,308310,10/16/2021
949,25 Birr,34727,868175,10/16/2021
950,15 Birr,46637,699555,10/16/2021
951,100 Birr,3718,371800,10/16/2021
952,250 Birr,7,1750,10/16/2021
953,500 Birr,5,2500,10/16/2021
954,1000 Birr,1,1000,10/16/2021
955,50 Birr,11569,578450,10/15/2021
956,10 Birr,109836,1098360,10/15/2021
957,5 Birr,56445,282225,10/15/2021
958,15 Birr,48621,729315,10/15/2021
959,100 Birr,4001,400100,10/15/2021
960,25 Birr,34436,860900,10/15/2021
961,250 Birr,8,2000,10/15/2021
962,500 Birr,4,2000,10/15/2021
963,1000 Birr,5,5000,10/15/2021
964,5 Birr,70552,352760,10/14/2021
965,50 Birr,13338,666900,10/14/2021
966,10 Birr,116688,1166880,10/14/2021
967,25 Birr,35998,899950,10/14/2021
968,15 Birr,48881,733215,10/14/2021
969,500 Birr,7,3500,10/14/2021
970,100 Birr,3984,398400,10/14/2021
971,250 Birr,8,2000,10/14/2021
972,1000 Birr,16,16000,10/14/2021
973,250 Birr,20,5000,10/13/2021
974,25 Birr,30439,760975,10/13/2021
975,50 Birr,13045,652250,10/13/2021
976,10 Birr,112963,1129630,10/13/2021
977,100 Birr,3532,353200,10/13/2021
978,5 Birr,53825,269125,10/13/2021
979,15 Birr,46331,694965,10/13/2021
980,1000 Birr,1,1000,10/13/2021
981,500 Birr,1,500,10/13/2021
982,50 Birr,12129,606450,10/12/2021
983,10 Birr,112850,1128500,10/12/2021
984,100 Birr,3929,392900,10/12/2021
985,5 Birr,61400,307000,10/12/2021
986,15 Birr,48528,727920,10/12/2021
987,25 Birr,35591,889775,10/12/2021
988,250 Birr,17,4250,10/12/2021
989,1000 Birr,5,5000,10/12/2021
990,10 Birr,136399,1363990,10/11/2021
991,15 Birr,56965,854475,10/11/2021
992,5 Birr,64958,324790,10/11/2021
993,25 Birr,41100,1027500,10/11/2021
994,50 Birr,16152,807600,10/11/2021
995,100 Birr,5081,508100,10/11/2021
996,1000 Birr,2,2000,10/11/2021
997,250 Birr,21,5250,10/11/2021
998,500 Birr,5,2500,10/11/2021
999,15 Birr,30083,451245,10/10/2021
1000,5 Birr,37964,189820,10/10/2021
1001,25 Birr,22922,573050,10/10/2021
1002,50 Birr,8319,415950,10/10/2021
1003,100 Birr,2841,284100,10/10/2021
1004,10 Birr,72021,720210,10/10/2021
1005,500 Birr,5,2500,10/10/2021
1006,250 Birr,4,1000,10/10/2021
1007,1000 Birr,2,2000,10/10/2021
1008,10 Birr,118388,1183880,10/9/2021
1009,15 Birr,45726,685890,10/9/2021
1010,5 Birr,64849,324245,10/9/2021
1011,25 Birr,39543,988575,10/9/2021
1012,50 Birr,13327,666350,10/9/2021
1013,100 Birr,4867,486700,10/9/2021
1014,1000 Birr,8,8000,10/9/2021
1015,500 Birr,5,2500,10/9/2021
1016,250 Birr,7,1750,10/9/2021
1017,25 Birr,33603,840075,10/8/2021
1018,5 Birr,53563,267815,10/8/2021
1019,10 Birr,96964,969640,10/8/2021
1020,15 Birr,40645,609675,10/8/2021
1021,50 Birr,11057,552850,10/8/2021
1022,100 Birr,3410,341000,10/8/2021
1023,1000 Birr,6,6000,10/8/2021
1024,250 Birr,9,2250,10/8/2021
1025,500 Birr,107,53500,10/8/2021
1026,100 Birr,4096,409600,10/7/2021
1027,25 Birr,30030,750750,10/7/2021
1028,5 Birr,51920,259600,10/7/2021
1029,10 Birr,96202,962020,10/7/2021
1030,15 Birr,42307,634605,10/7/2021
1031,50 Birr,11785,589250,10/7/2021
1032,500 Birr,1,500,10/7/2021
1033,250 Birr,6,1500,10/7/2021
1034,1000 Birr,26,26000,10/7/2021
1035,15 Birr,50505,757575,10/6/2021
1036,25 Birr,39283,982075,10/6/2021
1037,10 Birr,124699,1246990,10/6/2021
1038,5 Birr,56179,280895,10/6/2021
1039,100 Birr,4231,423100,10/6/2021
1040,50 Birr,11982,599100,10/6/2021
1041,500 Birr,10,5000,10/6/2021
1042,1000 Birr,11,11000,10/6/2021
1043,250 Birr,11,2750,10/6/2021
1044,50 Birr,14040,702000,10/5/2021
1045,100 Birr,5528,552800,10/5/2021
1046,10 Birr,128728,1287280,10/5/2021
1047,5 Birr,63709,318545,10/5/2021
1048,15 Birr,53415,801225,10/5/2021
1049,250 Birr,15,3750,10/5/2021
1050,1000 Birr,13,13000,10/5/2021
1051,500 Birr,17,8500,10/5/2021
1052,25 Birr,36166,904150,10/5/2021
1053,15 Birr,48124,721860,10/4/2021
1054,50 Birr,13354,667700,10/4/2021
1055,100 Birr,3687,368700,10/4/2021
1056,10 Birr,106912,1069120,10/4/2021
1057,5 Birr,57420,287100,10/4/2021
1058,250 Birr,8,2000,10/4/2021
1059,500 Birr,17,8500,10/4/2021
1060,25 Birr,29984,749600,10/4/2021
1061,1000 Birr,1,1000,10/4/2021
1062,10 Birr,65367,653670,10/3/2021
1063,5 Birr,35277,176385,10/3/2021
1064,25 Birr,12097,302425,10/3/2021
1065,15 Birr,24146,362190,10/3/2021
1066,50 Birr,7924,396200,10/3/2021
1067,100 Birr,2300,230000,10/3/2021
1068,500 Birr,4,2000,10/3/2021
1069,250 Birr,3,750,10/3/2021
1070,10 Birr,106532,1065320,10/2/2021
1071,100 Birr,4778,477800,10/2/2021
1072,15 Birr,44997,674955,10/2/2021
1073,50 Birr,12309,615450,10/2/2021
1074,25 Birr,35472,886800,10/2/2021
1075,5 Birr,55694,278470,10/2/2021
1076,500 Birr,20,10000,10/2/2021
1077,250 Birr,9,2250,10/2/2021
1078,1000 Birr,3,3000,10/2/2021
1079,10 Birr,116641,1166410,10/1/2021
1080,5 Birr,62532,312660,10/1/2021
1081,15 Birr,44705,670575,10/1/2021
1082,25 Birr,31109,777725,10/1/2021
1083,50 Birr,12187,609350,10/1/2021
1084,100 Birr,3926,392600,10/1/2021
1085,250 Birr,10,2500,10/1/2021
1086,500 Birr,26,13000,10/1/2021
1087,1000 Birr,18,18000,10/1/2021
1088,10 Birr,114613,1146130,9/30/2021
1089,5 Birr,58659,293295,9/30/2021
1090,15 Birr,46864,702960,9/30/2021
1091,25 Birr,37674,941850,9/30/2021
1092,50 Birr,12860,643000,9/30/2021
1093,100 Birr,5112,511200,9/30/2021
1094,250 Birr,29,7250,9/30/2021
1095,1000 Birr,8,8000,9/30/2021
1096,500 Birr,5,2500,9/30/2021
1097,25 Birr,30848,771200,9/29/2021
1098,10 Birr,121902,1219020,9/29/2021
1099,15 Birr,43910,658650,9/29/2021
1100,5 Birr,74360,371800,9/29/2021
1101,50 Birr,12070,603500,9/29/2021
1102,100 Birr,4466,446600,9/29/2021
1103,250 Birr,18,4500,9/29/2021
1104,500 Birr,4,2000,9/29/2021
1105,1000 Birr,9,9000,9/29/2021
1106,5 Birr,70668,353340,9/28/2021
1107,10 Birr,138863,1388630,9/28/2021
1108,15 Birr,54021,810315,9/28/2021
1109,25 Birr,39853,996325,9/28/2021
1110,50 Birr,14053,702650,9/28/2021
1111,100 Birr,4062,406200,9/28/2021
1112,1000 Birr,4,4000,9/28/2021
1113,500 Birr,12,6000,9/28/2021
1114,250 Birr,17,4250,9/28/2021
1115,5 Birr,32194,160970,9/27/2021
1116,10 Birr,63206,632060,9/27/2021
1117,15 Birr,26491,397365,9/27/2021
1118,25 Birr,17773,444325,9/27/2021
1119,50 Birr,6055,302750,9/27/2021
1120,100 Birr,1780,178000,9/27/2021
1121,250 Birr,13,3250,9/27/2021
1122,500 Birr,3,1500,9/27/2021
1123,1000 Birr,3,3000,9/27/2021
1124,15 Birr,28188,422820,9/26/2021
1125,25 Birr,20189,504725,9/26/2021
1126,50 Birr,7332,366600,9/26/2021
1127,100 Birr,2310,231000,9/26/2021
1128,10 Birr,75364,753640,9/26/2021
1129,250 Birr,13,3250,9/26/2021
1130,5 Birr,42455,212275,9/26/2021
1131,500 Birr,5,2500,9/26/2021
1132,1000 Birr,4,4000,9/26/2021
1133,100 Birr,4350,435000,9/25/2021
1134,15 Birr,46387,695805,9/25/2021
1135,25 Birr,33658,841450,9/25/2021
1136,10 Birr,108844,1088440,9/25/2021
1137,5 Birr,57089,285445,9/25/2021
1138,50 Birr,12773,638650,9/25/2021
1139,250 Birr,16,4000,9/25/2021
1140,500 Birr,6,3000,9/25/2021
1141,1000 Birr,2,2000,9/25/2021
1142,10 Birr,97141,971410,9/24/2021
1143,100 Birr,4149,414900,9/24/2021
1144,5 Birr,49451,247255,9/24/2021
1145,15 Birr,37427,561405,9/24/2021
1146,25 Birr,31945,798625,9/24/2021
1147,50 Birr,11843,592150,9/24/2021
1148,250 Birr,17,4250,9/24/2021
1149,1000 Birr,3,3000,9/24/2021
1150,500 Birr,9,4500,9/24/2021
1151,5 Birr,57947,289735,9/23/2021
1152,10 Birr,113426,1134260,9/23/2021
1153,15 Birr,44850,672750,9/23/2021
1154,50 Birr,10825,541250,9/23/2021
1155,100 Birr,2864,286400,9/23/2021
1156,25 Birr,30675,766875,9/23/2021
1157,250 Birr,15,3750,9/23/2021
1158,1000 Birr,4,4000,9/23/2021
1159,500 Birr,6,3000,9/23/2021
1160,25 Birr,28280,707000,9/22/2021
1161,10 Birr,100651,1006510,9/22/2021
1162,15 Birr,41039,615585,9/22/2021
1163,5 Birr,58228,291140,9/22/2021
1164,50 Birr,11633,581650,9/22/2021
1165,100 Birr,4232,423200,9/22/2021
1166,1000 Birr,7,7000,9/22/2021
1167,500 Birr,7,3500,9/22/2021
1168,250 Birr,13,3250,9/22/2021
1169,5 Birr,56132,280660,9/21/2021
1170,10 Birr,110776,1107760,9/21/2021
1171,25 Birr,32932,823300,9/21/2021
1172,15 Birr,45056,675840,9/21/2021
1173,50 Birr,11420,571000,9/21/2021
1174,100 Birr,3471,347100,9/21/2021
1175,500 Birr,17,8500,9/21/2021
1176,250 Birr,25,6250,9/21/2021
1177,1000 Birr,4,4000,9/21/2021
1178,10 Birr,126950,1269500,9/20/2021
1179,500 Birr,11,5500,9/20/2021
1180,5 Birr,64075,320375,9/20/2021
1181,50 Birr,11541,577050,9/20/2021
1182,25 Birr,36805,920125,9/20/2021
1183,15 Birr,46382,695730,9/20/2021
1184,100 Birr,3573,357300,9/20/2021
1185,1000 Birr,5,5000,9/20/2021
1186,250 Birr,3,750,9/20/2021
1187,15 Birr,27194,407910,9/19/2021
1188,100 Birr,1987,198700,9/19/2021
1189,25 Birr,22317,557925,9/19/2021
1190,5 Birr,41569,207845,9/19/2021
1191,10 Birr,72105,721050,9/19/2021
1192,50 Birr,7477,373850,9/19/2021
1193,500 Birr,6,3000,9/19/2021
1194,250 Birr,3,750,9/19/2021
1195,1000 Birr,10,10000,9/19/2021
1196,10 Birr,102243,1022430,9/18/2021
1197,5 Birr,51724,258620,9/18/2021
1198,15 Birr,45674,685110,9/18/2021
1199,25 Birr,33750,843750,9/18/2021
1200,100 Birr,4615,461500,9/18/2021
1201,50 Birr,11919,595950,9/18/2021
1202,250 Birr,4,1000,9/18/2021
1203,1000 Birr,15,15000,9/18/2021
1204,500 Birr,11,5500,9/18/2021
1205,5 Birr,57960,289800,9/17/2021
1206,10 Birr,113812,1138120,9/17/2021
1207,50 Birr,12681,634050,9/17/2021
1208,25 Birr,30505,762625,9/17/2021
1209,15 Birr,42254,633810,9/17/2021
1210,100 Birr,4988,498800,9/17/2021
1211,1000 Birr,3,3000,9/17/2021
1212,500 Birr,3,1500,9/17/2021
1213,250 Birr,1,250,9/17/2021
1214,5 Birr,70640,353200,9/16/2021
1215,10 Birr,126734,1267340,9/16/2021
1216,15 Birr,50347,755205,9/16/2021
1217,25 Birr,35646,891150,9/16/2021
1218,50 Birr,13161,658050,9/16/2021
1219,100 Birr,4038,403800,9/16/2021
1220,250 Birr,7,1750,9/16/2021
1221,1000 Birr,3,3000,9/16/2021
1222,15 Birr,41428,621420,9/15/2021
1223,5 Birr,49356,246780,9/15/2021
1224,100 Birr,4163,416300,9/15/2021
1225,10 Birr,105298,1052980,9/15/2021
1226,25 Birr,30892,772300,9/15/2021
1227,50 Birr,11239,561950,9/15/2021
1228,250 Birr,17,4250,9/15/2021
1229,1000 Birr,5,5000,9/15/2021
1230,5 Birr,65776,328880,9/14/2021
1231,10 Birr,126353,1263530,9/14/2021
1232,25 Birr,38717,967925,9/14/2021
1233,15 Birr,49840,747600,9/14/2021
1234,50 Birr,14033,701650,9/14/2021
1235,100 Birr,4099,409900,9/14/2021
1236,250 Birr,18,4500,9/14/2021
1237,500 Birr,3,1500,9/14/2021
1238,1000 Birr,4,4000,9/14/2021
1239,5 Birr,62872,314360,9/13/2021
1240,10 Birr,125159,1251590,9/13/2021
1241,50 Birr,15490,774500,9/13/2021
1242,15 Birr,54444,816660,9/13/2021
1243,25 Birr,43554,1088850,9/13/2021
1244,100 Birr,4963,496300,9/13/2021
1245,1000 Birr,4,4000,9/13/2021
1246,250 Birr,7,1750,9/13/2021
1247,500 Birr,7,3500,9/13/2021
1248,5 Birr,36095,180475,9/12/2021
1249,10 Birr,72564,725640,9/12/2021
1250,25 Birr,23075,576875,9/12/2021
1251,15 Birr,28483,427245,9/12/2021
1252,50 Birr,7988,399400,9/12/2021
1253,100 Birr,2422,242200,9/12/2021
1254,500 Birr,4,2000,9/12/2021
1255,1000 Birr,4,4000,9/12/2021
1256,250 Birr,3,750,9/12/2021
1257,15 Birr,30735,461025,9/11/2021
1258,25 Birr,26186,654650,9/11/2021
1259,5 Birr,36099,180495,9/11/2021
1260,10 Birr,68969,689690,9/11/2021
1261,50 Birr,10073,503650,9/11/2021
1262,100 Birr,3546,354600,9/11/2021
1263,500 Birr,12,6000,9/11/2021
1264,1000 Birr,5,5000,9/11/2021
1265,250 Birr,7,1750,9/11/2021
1266,5 Birr,62560,312800,9/10/2021
1267,50 Birr,15155,757750,9/10/2021
1268,10 Birr,116561,1165610,9/10/2021
1269,25 Birr,37067,926675,9/10/2021
1270,15 Birr,50633,759495,9/10/2021
1271,100 Birr,5639,563900,9/10/2021
1272,1000 Birr,7,7000,9/10/2021
1273,500 Birr,8,4000,9/10/2021
1274,250 Birr,9,2250,9/10/2021
1275,15 Birr,38731,580965,9/9/2021
1276,10 Birr,89074,890740,9/9/2021
1277,5 Birr,42438,212190,9/9/2021
1278,25 Birr,28267,706675,9/9/2021
1279,50 Birr,12082,604100,9/9/2021
1280,100 Birr,3935,393500,9/9/2021
1281,250 Birr,5,1250,9/9/2021
1282,1000 Birr,5,5000,9/9/2021
1283,500 Birr,6,3000,9/9/2021
1284,5 Birr,66341,331705,9/8/2021
1285,15 Birr,51148,767220,9/8/2021
1286,10 Birr,138520,1385200,9/8/2021
1287,50 Birr,14265,713250,9/8/2021
1288,25 Birr,39913,997825,9/8/2021
1289,100 Birr,7019,701900,9/8/2021
1290,500 Birr,6,3000,9/8/2021
1291,250 Birr,6,1500,9/8/2021
1292,1000 Birr,6,6000,9/8/2021
1293,15 Birr,52585,788775,9/7/2021
1294,5 Birr,72894,364470,9/7/2021
1295,10 Birr,138722,1387220,9/7/2021
1296,50 Birr,13215,660750,9/7/2021
1297,25 Birr,39526,988150,9/7/2021
1298,250 Birr,9,2250,9/7/2021
1299,100 Birr,3952,395200,9/7/2021
1300,500 Birr,10,5000,9/7/2021
1301,1000 Birr,6,6000,9/7/2021
1302,50 Birr,12267,613350,9/6/2021
1303,15 Birr,50946,764190,9/6/2021
1304,25 Birr,38863,971575,9/6/2021
1305,10 Birr,130929,1309290,9/6/2021
1306,100 Birr,3546,354600,9/6/2021
1307,5 Birr,66036,330180,9/6/2021
1308,500 Birr,20,10000,9/6/2021
1309,1000 Birr,20,20000,9/6/2021
1310,250 Birr,8,2000,9/6/2021
1311,10 Birr,83052,830520,9/5/2021
1312,5 Birr,42096,210480,9/5/2021
1313,15 Birr,34110,511650,9/5/2021
1314,25 Birr,23367,584175,9/5/2021
1315,50 Birr,8866,443300,9/5/2021
1316,100 Birr,2142,214200,9/5/2021
1317,1000 Birr,14,14000,9/5/2021
1318,500 Birr,3,1500,9/5/2021
1319,250 Birr,4,1000,9/5/2021
1320,15 Birr,52001,780015,9/4/2021
